inst_40570,app_3283,machine_4726
inst_88937,app_2291,machine_3568
inst_82192,app_6336,machine_4235
inst_72641,app_1153,machine_3177
inst_5985,app_2767,
inst_23469,app_3213,machine_4759
inst_53189,app_4698,
inst_82019,app_8816,machine_4279
inst_80594,app_4039,
inst_4432,app_9072,machine_3628
inst_90805,app_5070,machine_3172
inst_88949,app_4969,machine_3689
inst_22801,app_2485,machine_520
inst_37410,app_6421,machine_4187
inst_12894,app_3108,machine_5154
inst_11052,app_4373,
inst_76261,app_4379,
inst_14545,app_245,machine_4254
inst_24477,app_7831,
inst_42260,app_4825,machine_2108
inst_7115,app_7889,machine_4140
inst_22722,app_3955,machine_4572
inst_19991,app_2090,machine_5893
inst_94521,app_3123,machine_5783
inst_910,app_3771,machine_3733
inst_45512,app_5740,machine_5689
inst_86081,app_8061,machine_3550
inst_73768,app_3191,machine_1845
inst_40539,app_1522,machine_4157
inst_32805,app_4039,machine_5192
inst_55313,app_127,machine_4525
inst_33205,app_3994,
inst_84875,app_4996,machine_3789
inst_18099,app_7825,machine_5940
inst_31440,app_4825,machine_674
inst_47176,app_1416,machine_4061
inst_14173,app_8503,machine_3241
inst_18548,app_1235,
inst_43633,app_1213,machine_5514
inst_85075,app_2099,machine_1364
inst_46832,app_6269,machine_3883
inst_61309,app_3765,
inst_86407,app_4996,machine_4927
inst_76484,app_5665,machine_5966
inst_1284,app_7963,machine_3675
inst_726,app_1423,machine_3594
inst_26133,app_4304,machine_5423
inst_69168,app_6568,machine_5932
inst_80205,app_8208,
inst_47612,app_1515,machine_4224
inst_24471,app_635,machine_5313
inst_70915,app_5856,machine_5320
inst_72623,app_238,
inst_65586,app_1786,machine_3455
inst_45307,app_3048,machine_4317
inst_22688,app_8866,machine_5520
inst_55369,app_5558,machine_3534
inst_12564,app_4825,machine_3738
inst_13503,app_1173,machine_5636
inst_3316,app_1391,machine_5901
inst_11157,app_441,machine_3854
inst_29475,app_1625,machine_5686
inst_87691,app_5386,
inst_23230,app_975,machine_4818
inst_5539,app_8554,machine_3128
inst_33323,app_9072,machine_5631
inst_76970,app_7733,machine_4308
inst_62195,app_2964,machine_2634
inst_89415,app_7822,
inst_31092,app_4993,machine_4162
inst_58078,app_6269,machine_5649
inst_21004,app_1778,machine_18
inst_80268,app_4210,machine_5211
inst_89601,app_3327,machine_5247
inst_67769,app_3890,machine_5575
inst_48116,app_8631,machine_2656
inst_88778,app_2486,machine_613
inst_54569,app_7733,machine_5638
inst_93027,app_8297,machine_5020
inst_88250,app_3604,machine_5204
inst_98721,app_6047,
inst_44990,app_7055,machine_5921
inst_68100,app_7889,machine_3644
inst_71577,app_8967,machine_1705
inst_70006,app_3199,machine_5439
inst_67275,app_1703,machine_3733
inst_3624,app_188,machine_5692
inst_9192,app_2616,machine_4920
inst_61936,app_5472,machine_5602
inst_58571,app_7733,machine_3900
inst_3551,app_7443,machine_1508
inst_91067,app_5347,machine_5897
inst_53365,app_3077,machine_5319
inst_2623,app_4499,
inst_26593,app_585,machine_3609
inst_57064,app_6856,machine_4540
inst_76249,app_1328,machine_5502
inst_69433,app_7733,machine_4532
inst_13245,app_2263,machine_5522
inst_74419,app_4379,machine_4347
inst_66835,app_6683,machine_5801
inst_2054,app_3039,
inst_48507,app_3731,machine_4259
inst_72339,app_798,machine_352
inst_63549,app_3952,machine_5112
inst_45092,app_8818,machine_4963
inst_53921,app_2486,
inst_34813,app_2487,machine_579
inst_69930,app_4698,machine_3653
inst_71207,app_7217,machine_1204
inst_29437,app_4825,machine_5185
inst_73628,app_4210,
inst_7397,app_413,machine_3133
inst_21938,app_5869,
inst_74509,app_5366,machine_3892
inst_96702,app_6688,machine_3916
inst_46477,app_8669,
inst_24935,app_4354,machine_5578
inst_69758,app_2690,machine_5316
inst_70460,app_3886,machine_4056
inst_5488,app_1328,machine_926
inst_73106,app_575,machine_254
inst_74490,app_9165,machine_1788
inst_21150,app_8818,machine_4266
inst_3162,app_3487,machine_4835
inst_62601,app_370,machine_5458
inst_75929,app_2134,machine_3491
inst_61317,app_3864,machine_5003
inst_21704,app_1637,machine_3429
inst_35362,app_7521,machine_4854
inst_82146,app_3802,machine_5730
inst_7267,app_4085,machine_5610
inst_9024,app_4698,machine_4161
inst_86168,app_2186,machine_5229
inst_89159,app_7551,
inst_63822,app_8343,machine_3082
inst_18017,app_8842,machine_4692
inst_15506,app_3283,
inst_48040,app_4819,machine_4847
inst_47567,app_4551,machine_4810
inst_36413,app_7087,machine_3323
inst_37090,app_1123,machine_5141
inst_36354,app_7786,machine_3720
inst_14747,app_5820,machine_3194
inst_62495,app_8618,machine_4125
inst_30282,app_3490,machine_199
inst_42653,app_7946,machine_4133
inst_21900,app_5722,machine_3940
inst_97696,app_1238,machine_5301
inst_71406,app_2486,machine_5878
inst_78628,app_6421,machine_4277
inst_17746,app_1243,machine_4268
inst_45749,app_3731,machine_3831
inst_67366,app_5490,machine_4672
inst_13928,app_7196,machine_5508
inst_6116,app_1248,machine_1270
inst_60903,app_1391,machine_3215
inst_31722,app_5418,machine_3956
inst_90712,app_7004,machine_4419
inst_75583,app_6510,machine_4597
inst_12294,app_8375,machine_3250
inst_20653,app_5800,machine_127
inst_4346,app_5820,machine_5299
inst_47677,app_4289,machine_4917
inst_60684,app_3321,machine_1995
inst_92669,app_9052,machine_3570
inst_3628,app_4221,machine_2353
inst_65254,app_5511,machine_3943
inst_93868,app_8931,
inst_99803,app_3344,machine_4748
inst_94447,app_8898,machine_630
inst_14126,app_1238,machine_1742
inst_75628,app_7007,machine_4938
inst_77726,app_4327,machine_5276
inst_22511,app_5022,machine_2847
inst_97925,app_7874,machine_3746
inst_61645,app_4453,machine_3073
inst_6637,app_4221,machine_4473
inst_25711,app_5004,machine_3814
inst_24419,app_5022,machine_1395
inst_72946,app_2486,machine_4701
inst_87563,app_4531,machine_1499
inst_49517,app_4998,
inst_80630,app_7576,machine_5155
inst_64086,app_4825,machine_721
inst_21225,app_6276,machine_4291
inst_45994,app_3286,
inst_14914,app_8643,machine_4082
inst_71609,app_8144,machine_3617
inst_37147,app_4929,machine_4973
inst_83628,app_1979,machine_3073
inst_82169,app_6750,
inst_33961,app_4169,
inst_21572,app_2440,machine_4195
inst_8204,app_580,machine_5691
inst_49024,app_7071,machine_3441
inst_42753,app_3595,machine_5632
inst_22229,app_290,machine_3446
inst_8943,app_5022,machine_5575
inst_19232,app_2506,machine_2217
inst_5229,app_8892,
inst_3883,app_1153,machine_2760
inst_96073,app_250,machine_244
inst_87676,app_1916,machine_5117
inst_88581,app_4568,machine_3170
inst_27169,app_4068,machine_5359
inst_46614,app_816,machine_3546
inst_56786,app_2486,machine_4567
inst_66520,app_2,machine_2025
inst_38638,app_7001,machine_4019
inst_95581,app_1057,machine_3059
inst_14251,app_4161,machine_4863
inst_92598,app_98,machine_5589
inst_52533,app_1723,machine_3062
inst_99037,app_473,machine_4187
inst_9352,app_720,machine_5395
inst_83754,app_8842,machine_3435
inst_34539,app_122,machine_5974
inst_70391,app_8554,machine_3747
inst_51509,app_1639,machine_3245
inst_44779,app_7443,machine_3401
inst_77471,app_290,machine_4474
inst_5729,app_1821,machine_3664
inst_69455,app_3952,machine_4522
inst_82756,app_5386,machine_4961
inst_77565,app_9163,machine_4001
inst_32170,app_1310,machine_12
inst_25913,app_3487,machine_4665
inst_83862,app_357,machine_4766
inst_30438,app_5875,machine_103
inst_33006,app_5449,machine_3942
inst_81391,app_1160,
inst_15337,app_7146,machine_2096
inst_64559,app_9273,machine_3942
inst_14332,app_7001,machine_1453
inst_27022,app_2692,machine_4650
inst_50194,app_1091,machine_2010
inst_76980,app_3637,machine_3127
inst_36935,app_92,machine_3992
inst_52517,app_2835,machine_5461
inst_71434,app_27,machine_3814
inst_24043,app_5920,machine_2522
inst_72985,app_1222,machine_5
inst_97571,app_5388,machine_4817
inst_84534,app_2353,machine_5892
inst_91267,app_5322,machine_3853
inst_64774,app_3344,machine_5901
inst_70864,app_2487,machine_3666
inst_6016,app_7936,machine_4638
inst_36527,app_5996,machine_989
inst_97278,app_21,
inst_47643,app_1599,machine_3445
inst_91504,app_8412,machine_4736
inst_90501,app_3593,machine_5014
inst_69251,app_3894,machine_5105
inst_92782,app_1884,machine_5839
inst_65971,app_4698,machine_5587
inst_51052,app_2497,
inst_67903,app_5411,machine_5804
inst_70211,app_1287,machine_1876
inst_34246,app_3001,machine_5855
inst_96058,app_1703,machine_5757
inst_59262,app_9017,
inst_18736,app_3101,machine_353
inst_58277,app_2485,machine_3167
inst_80152,app_2225,machine_3128
inst_38816,app_702,machine_2890
inst_55871,app_3780,machine_5001
inst_98985,app_2874,
inst_44905,app_1062,machine_3170
inst_18784,app_674,machine_3746
inst_96936,app_3451,machine_4178
inst_77016,app_5418,machine_5834
inst_95458,app_4530,machine_5045
inst_91102,app_3672,machine_4864
inst_50779,app_1863,machine_5293
inst_81413,app_2263,machine_3327
inst_14454,app_3636,machine_4474
inst_43021,app_3372,machine_5409
inst_30624,app_1576,machine_2246
inst_83075,app_6381,machine_5308
inst_33143,app_8144,machine_3721
inst_4027,app_473,machine_4661
inst_72963,app_6117,machine_4525
inst_37611,app_5366,machine_5318
inst_2347,app_4322,machine_3622
inst_40843,app_1522,machine_3110
inst_43496,app_7800,machine_5372
inst_68780,app_894,machine_212
inst_64227,app_3636,machine_3542
inst_1712,app_6710,machine_3057
inst_57203,app_7027,machine_2832
inst_51302,app_1310,machine_5845
inst_18192,app_6250,machine_5015
inst_2174,app_7511,machine_805
inst_95663,app_6725,machine_3419
inst_20962,app_8340,machine_1372
inst_68818,app_9220,machine_1991
inst_68329,app_4694,machine_5025
inst_91061,app_4786,machine_3679
inst_18355,app_952,machine_3537
inst_65923,app_1153,machine_5417
inst_6332,app_5362,machine_5478
inst_65380,app_8028,machine_2521
inst_67145,app_6555,machine_5224
inst_22754,app_1786,machine_791
inst_32478,app_7117,machine_5933
inst_24271,app_6140,machine_1155
inst_33891,app_3487,machine_4629
inst_399,app_2618,machine_5716
inst_12022,app_7067,machine_3895
inst_54611,app_2484,machine_955
inst_7089,app_3283,machine_4356
inst_66329,app_5835,machine_5230
inst_16379,app_1916,machine_5631
inst_74256,app_3355,machine_3147
inst_478,app_2683,machine_4814
inst_21040,app_7016,machine_5026
inst_74652,app_3321,machine_4736
inst_57878,app_8822,machine_5110
inst_86933,app_7303,machine_2238
inst_54454,app_7143,machine_1753
inst_79903,app_5707,machine_5502
inst_31125,app_2486,machine_3581
inst_16528,app_3349,machine_4093
inst_18107,app_753,machine_4641
inst_30072,app_6531,machine_3828
inst_21083,app_5023,machine_4110
inst_69126,app_7960,machine_3294
inst_70938,app_143,machine_765
inst_61046,app_4522,machine_2851
inst_12485,app_8148,
inst_66355,app_4161,machine_3849
inst_61847,app_6381,machine_2757
inst_35757,app_6336,machine_5414
inst_79445,app_3539,machine_5365
inst_95249,app_9084,machine_3363
inst_19815,app_1873,machine_789
inst_59496,app_3210,machine_5350
inst_3195,app_1956,machine_3539
inst_96509,app_147,machine_2414
inst_81013,app_6393,machine_1795
inst_75396,app_7394,machine_1098
inst_28554,app_8144,machine_3577
inst_5724,app_5264,machine_3868
inst_13467,app_2701,machine_19
inst_1975,app_3183,
inst_13814,app_6736,
inst_33050,app_2000,machine_2080
inst_69745,app_2435,machine_5059
inst_301,app_4543,machine_5800
inst_587,app_1834,machine_1805
inst_49790,app_9052,machine_3941
inst_20149,app_6300,machine_5577
inst_45194,app_4039,machine_3480
inst_94849,app_9138,
inst_53070,app_7425,machine_4324
inst_86378,app_1952,machine_3656
inst_33592,app_5317,machine_4851
inst_4959,app_1543,machine_5613
inst_8142,app_7589,machine_4420
inst_43282,app_1222,machine_5033
inst_78292,app_2708,machine_5916
inst_39156,app_2829,machine_3483
inst_37166,app_8979,machine_3
inst_59495,app_3183,machine_4153
inst_74678,app_3183,machine_4972
inst_34091,app_8553,machine_4124
inst_9955,app_9268,machine_1830
inst_14206,app_3864,machine_5008
inst_55831,app_2488,machine_1216
inst_83308,app_3019,machine_275
inst_51582,app_5551,machine_5453
inst_58661,app_3634,machine_1742
inst_96675,app_3327,machine_5178
inst_70317,app_4039,machine_2956
inst_94623,app_1356,machine_230
inst_98992,app_850,machine_3455
inst_50,app_4386,
inst_69292,app_7058,machine_4554
inst_16364,app_2964,machine_3596
inst_96694,app_5060,machine_3674
inst_42213,app_6321,machine_5374
inst_858,app_2874,machine_3804
inst_1762,app_1507,machine_5377
inst_95357,app_6907,machine_5745
inst_89725,app_4042,machine_3959
inst_96016,app_4025,machine_3946
inst_35499,app_1459,machine_5372
inst_34444,app_3987,machine_3312
inst_99554,app_7503,machine_4857
inst_89927,app_7443,machine_3969
inst_33551,app_6455,machine_3627
inst_98682,app_7809,machine_3292
inst_79095,app_3397,machine_5733
inst_36320,app_6288,machine_5747
inst_33108,app_8156,machine_3722
inst_42531,app_6783,machine_5188
inst_5698,app_4454,machine_2158
inst_11406,app_7394,machine_3212
inst_4521,app_4667,machine_5208
inst_29759,app_6683,machine_5488
inst_7666,app_7488,machine_5180
inst_97251,app_6911,machine_5900
inst_8136,app_4161,machine_3335
inst_48401,app_1573,machine_5609
inst_73506,app_5900,machine_4951
inst_28623,app_1153,machine_52
inst_17130,app_5283,machine_4464
inst_93217,app_9014,machine_3113
inst_11077,app_4690,machine_4884
inst_39075,app_6659,machine_4715
inst_34852,app_6763,machine_770
inst_94979,app_2963,
inst_99703,app_936,
inst_65891,app_2231,machine_5835
inst_5098,app_6524,machine_5587
inst_9570,app_7486,machine_4629
inst_28252,app_351,machine_2792
inst_57132,app_7733,machine_2345
inst_72516,app_5876,machine_4217
inst_35328,app_5546,machine_2158
inst_46620,app_2942,machine_5723
inst_37959,app_7866,machine_4258
inst_321,app_6576,machine_4832
inst_43654,app_9090,machine_4470
inst_215,app_1391,machine_3471
inst_47325,app_424,machine_2150
inst_38010,app_1522,machine_3348
inst_41052,app_7932,machine_588
inst_19252,app_92,machine_5372
inst_2643,app_7312,machine_5537
inst_30922,app_6593,machine_908
inst_54765,app_4588,machine_4261
inst_39031,app_2482,machine_4258
inst_84120,app_7928,machine_4034
inst_83454,app_4984,machine_5104
inst_9179,app_1705,machine_4126
inst_91698,app_1837,machine_5163
inst_39234,app_9327,machine_4401
inst_49717,app_5876,machine_4448
inst_78258,app_608,machine_4775
inst_89913,app_1637,
inst_56907,app_4706,machine_4053
inst_70219,app_7733,machine_4069
inst_61006,app_8622,machine_3592
inst_7719,app_619,machine_4395
inst_15648,app_2767,machine_1831
inst_59579,app_3327,machine_3653
inst_61891,app_9066,machine_4015
inst_28154,app_5022,machine_3646
inst_39273,app_8735,machine_3220
inst_78079,app_1777,machine_3883
inst_83588,app_4529,machine_5800
inst_63855,app_554,machine_234
inst_24378,app_8713,machine_4440
inst_46509,app_7181,machine_420
inst_24979,app_1416,machine_3471
inst_81674,app_8237,machine_150
inst_50751,app_4039,machine_4363
inst_31693,app_1863,
inst_99571,app_6683,machine_2343
inst_42916,app_2903,machine_5823
inst_32610,app_2466,machine_5587
inst_15529,app_2487,machine_5172
inst_16217,app_2798,machine_3145
inst_8771,app_726,machine_5740
inst_6547,app_6483,machine_5294
inst_72212,app_6288,machine_4389
inst_35620,app_1029,machine_4085
inst_52979,app_7486,
inst_17927,app_5022,machine_3613
inst_7640,app_4221,machine_4030
inst_26984,app_6381,machine_2793
inst_61393,app_1391,machine_3113
inst_91393,app_1509,machine_3568
inst_81470,app_6911,machine_5868
inst_86323,app_1637,machine_4159
inst_42839,app_6047,machine_2732
inst_41898,app_2874,machine_1427
inst_72633,app_4595,machine_5709
inst_65788,app_1080,machine_5780
inst_21096,app_2089,machine_2831
inst_5673,app_6295,machine_5688
inst_3846,app_7443,machine_1442
inst_63435,app_5418,machine_1198
inst_40897,app_2955,machine_5348
inst_62179,app_2889,machine_4540
inst_79604,app_3238,machine_3346
inst_84749,app_2710,
inst_71376,app_8842,machine_5620
inst_52266,app_8969,
inst_96115,app_6176,machine_3265
inst_4696,app_2487,machine_1691
inst_40738,app_3634,machine_3371
inst_44604,app_5418,machine_4879
inst_55417,app_1483,machine_3333
inst_14315,app_2487,machine_5291
